CODGEO;PMUN;annee
42564;30809;2018
69095;22639;2018
26089;53352;2018
08277;74654;2018
09305;43044;2018
42414;86757;2018
85243;50342;2018
12548;86608;2018
43285;39123;2018
66078;63257;2018
19072;79620;2018
68584;25066;2018
29081;94853;2018
77568;48051;2018
54167;61255;2018
51056;69440;2018
17183;69965;2018
44369;22525;2018
81257;87243;2018
02471;68041;2018
71366;98332;2018
46241;57095;2018
67381;68806;2018
62582;55899;2018
41247;90447;2018
29092;86898;2018
59245;89939;2018
14504;59925;2018
55131;85540;2018
09569;49506;2018
61353;57695;2018
59361;79869;2018
08190;26473;2018
71552;78427;2018
39022;21749;2018
74179;67291;2018
04251;58024;2018
17286;56021;2018
46285;58185;2018
18089;57574;2018
31136;52143;2018
62058;54503;2018
14343;65197;2018
64211;81551;2018
10339;64542;2018
17354;71637;2018
55421;85500;2018
74328;99274;2018
16389;29518;2018
28352;76778;2018
88391;38868;2018
2B216;35487;2018
55190;84056;2018
42148;25467;2018
33472;88819;2018
57206;83589;2018
55329;99231;2018
28118;74569;2018
03259;91893;2018
15318;29994;2018
91375;88589;2018
39316;31841;2018
45217;46184;2018
44577;30671;2018
73308;53565;2018
07485;78923;2018
08442;42162;2018
26335;87326;2018
46531;69971;2018
63077;71124;2018
46552;93040;2018
42510;55139;2018
89302;47869;2018
15440;98570;2018
54312;63431;2018
51161;70766;2018
45480;42764;2018
77148;37060;2018
25189;33830;2018
90312;38956;2018
31502;35979;2018
51230;78803;2018
49296;23985;2018
81025;69580;2018
41070;94750;2018
27034;82799;2018
03044;51843;2018
34521;24155;2018
78505;88654;2018
01493;19665;2018
85034;72284;2018
51047;73563;2018
14169;34439;2018
29339;77654;2018
52201;35027;2018
30293;38837;2018
11104;86304;2018
62438;99337;2018
63189;40058;2018
12040;95595;2018
27445;92901;2018
23541;79586;2018
62009;30830;2018
68262;43958;2018
68496;72050;2018
89423;98452;2018
72514;84318;2018
30249;53504;2018
11223;37660;2018
58425;97206;2018
87093;41332;2018
95144;47653;2018
22360;95640;2018
22401;64553;2018
04072;41472;2018
14305;20618;2018
52219;52863;2018
51301;99088;2018
35575;55638;2018
29046;74623;2018
79597;40319;2018
43270;81791;2018
77463;83786;2018
91255;68411;2018
30187;83923;2018
19462;66911;2018
90412;50450;2018
60087;78043;2018
28423;87312;2018
58452;85352;2018
48233;36858;2018
86555;73168;2018
24384;20551;2018
2B117;66800;2018
89007;67382;2018
17405;48260;2018
16126;101823;2018
50454;92517;2018
05315;23593;2018
28280;37235;2018
41099;36128;2018
95427;93885;2018
2B058;61880;2018
15251;79439;2018
84501;83295;2018
09552;79735;2018
70593;26759;2018
80574;31247;2018
84334;51359;2018
21121;48164;2018
85503;77435;2018
11481;31679;2018
49594;49202;2018
44390;38148;2018
30085;34909;2018
03302;34265;2018
72269;36694;2018
32505;63984;2018
62236;52061;2018
39197;55706;2018
35048;57554;2018
09453;80253;2018
69025;89390;2018
70260;63436;2018
36288;69381;2018
25282;81360;2018
01551;77327;2018
89091;29860;2018
90184;98635;2018
23109;32987;2018
03147;52166;2018
12544;74278;2018
07564;51247;2018
79027;38890;2018
84379;91097;2018
15140;25845;2018
70116;40528;2018
17175;100166;2018
35117;79098;2018
56294;26256;2018
67597;81400;2018
83352;97027;2018
05434;27779;2018
19296;53394;2018
27009;59096;2018
29051;30934;2018
2B094;36441;2018
73146;33761;2018
30504;33857;2018
95506;52403;2018
47512;57657;2018
47382;39516;2018
41334;43433;2018
14389;34954;2018
88244;82283;2018
02402;36031;2018
17476;93735;2018
22457;64890;2018
26368;84343;2018
13035;71647;2018
02435;41759;2018
64220;66724;2018
95446;41154;2018
12324;28967;2018
28528;41426;2018
48203;40828;2018
88558;30879;2018
65506;21726;2018
72199;96416;2018
55290;60048;2018
39319;53606;2018
19461;93440;2018
82413;38945;2018
76511;52508;2018
03222;87282;2018
67303;71552;2018
08259;52100;2018
69545;39588;2018
78183;23088;2018
13352;26931;2018
41072;33084;2018
12510;84113;2018
53231;71795;2018
88205;54238;2018
08350;81732;2018
37299;32370;2018
95508;37040;2018
28319;50800;2018
13310;91264;2018
46063;70310;2018
48014;86541;2018
62239;39050;2018
90550;89710;2018
49377;26110;2018
27378;38822;2018
91235;61286;2018
88107;24211;2018
47006;90959;2018
03203;88227;2018
56190;61679;2018
52115;43585;2018
14156;28582;2018
59015;68601;2018
80365;62979;2018
10556;80964;2018
68414;70084;2018
14269;29902;2018
70252;29779;2018
39185;84733;2018
01086;32134;2018
91359;95638;2018
16340;27729;2018
56005;77155;2018
17249;95484;2018
88167;54733;2018
69102;24104;2018
76422;91747;2018
41315;34907;2018
44380;61841;2018
59428;99901;2018
73589;81716;2018
80481;23422;2018
02372;83413;2018
62527;32128;2018
11287;81661;2018
27590;71121;2018
79457;42964;2018
24390;52748;2018
76542;29473;2018
44309;99941;2018
22432;38673;2018
32171;43574;2018
50577;59585;2018
72374;74633;2018
57469;62156;2018
88276;59287;2018
82520;68267;2018
71045;88384;2018
57069;52113;2018
27304;88459;2018
39439;83236;2018
12485;94330;2018
35264;91744;2018
88390;85377;2018
40332;39864;2018
11576;81102;2018
61392;79315;2018
91250;42560;2018
82581;73083;2018
26065;41029;2018
43590;61476;2018
50093;82603;2018
24173;34890;2018
25493;48141;2018
23440;82016;2018
2B339;55239;2018
70450;96000;2018
80382;20091;2018
77208;75763;2018
91003;82637;2018
10075;91444;2018
83179;32814;2018
07025;96935;2018
45305;51005;2018
56466;48758;2018
34577;47082;2018
14294;69816;2018
18525;74907;2018
78591;58250;2018
30516;25928;2018
29279;99025;2018
87195;38823;2018
14586;26917;2018
87145;66030;2018
87247;53994;2018
56045;67184;2018
16476;90375;2018
15390;26953;2018
27051;42334;2018
54133;61880;2018
15333;83258;2018
43324;68295;2018
51160;49581;2018
02554;67956;2018
66267;99637;2018
06493;56733;2018
19143;91200;2018
17023;82480;2018
79033;43692;2018
05224;39563;2018
40571;83078;2018
55030;36338;2018
48222;45764;2018
64066;39907;2018
76559;66989;2018
37405;44307;2018
30428;70558;2018
2A230;94015;2018
47464;86445;2018
69005;93132;2018
83519;22264;2018
74444;55625;2018
81443;37704;2018
50236;95067;2018
05480;77373;2018
46229;45495;2018
17030;64441;2018
84544;66566;2018
23141;61126;2018
22062;58267;2018
24373;24608;2018
60140;55995;2018
54515;47496;2018
90266;83135;2018
39003;87436;2018
27571;79675;2018
05309;22122;2018
01158;84911;2018
35406;51856;2018
88318;53194;2018
49018;95159;2018
85456;90907;2018
10241;24213;2018
09420;47326;2018
79537;81232;2018
10366;63041;2018
05403;40649;2018
38153;63430;2018
88143;87233;2018
65249;38088;2018
10511;78643;2018
79314;76590;2018
80209;90514;2018
76467;43265;2018
85512;36158;2018
2A105;63784;2018
30426;61794;2018
76354;52553;2018
54269;79928;2018
73238;83428;2018
59069;39584;2018
60165;83471;2018
58330;38959;2018
73532;54160;2018
69519;21545;2018
13113;46936;2018
78407;98750;2018
50051;55821;2018
31405;79029;2018
48205;29000;2018
91270;71797;2018
81430;48461;2018
79255;78446;2018
44484;94714;2018
73320;62613;2018
36599;28670;2018
64383;59810;2018
60178;29322;2018
24465;55721;2018
25245;25438;2018
06320;72680;2018
13082;45689;2018
45345;36382;2018
16112;22016;2018
39598;90267;2018
57513;84972;2018
22420;83067;2018
32441;24554;2018
35357;48842;2018
47037;97430;2018
35236;66731;2018
69297;30021;2018
31549;31685;2018
41132;40193;2018
36298;97905;2018
18207;32933;2018
64081;92057;2018
28219;73931;2018
74050;94339;2018
90041;86130;2018
63211;47902;2018
87121;88302;2018
81333;33115;2018
45011;42293;2018
72181;35976;2018
31272;30097;2018
43577;26746;2018
50381;35807;2018
91528;30362;2018
80206;49618;2018
46270;26103;2018
61252;25403;2018
19532;98456;2018
76575;27617;2018
52577;26684;2018
50451;23036;2018
72302;31047;2018
59324;61753;2018
07588;84768;2018
27171;81121;2018
17208;65527;2018
69538;26701;2018
04232;80793;2018
19141;22974;2018
56336;68824;2018
65195;53724;2018
47534;90601;2018
82545;44386;2018
87184;70493;2018
13318;55463;2018
90590;62807;2018
58445;97400;2018
60130;78597;2018
09354;52990;2018
58372;56909;2018
68392;76496;2018
55015;48080;2018
08180;33778;2018
49512;57066;2018
89145;25436;2018
68180;33964;2018
13194;53037;2018
91107;84965;2018
91094;81790;2018
16208;41065;2018
76524;54842;2018
38001;31358;2018
56170;79166;2018
42037;39853;2018
73337;81977;2018
2B088;85821;2018
74475;76248;2018
88351;45095;2018
89470;96867;2018
09381;72789;2018
24263;70015;2018
68516;87929;2018
55286;93041;2018
05570;26291;2018
09596;89503;2018
49353;80768;2018
58405;36671;2018
16154;44932;2018
16488;79095;2018
13403;36651;2018
53541;56177;2018
01160;75764;2018
54472;73407;2018
45282;93299;2018
44111;29255;2018
64103;43559;2018
49337;99185;2018
68192;66038;2018
72062;39264;2018
87256;44310;2018
76392;46699;2018
49192;64746;2018
46573;42919;2018
22467;71226;2018
56308;54331;2018
13560;70412;2018
88260;31703;2018
99000;68392;2018
99001;96021;2018
99002;30357;2018
99003;46504;2018
99004;75318;2018
99005;71200;2018
99006;75232;2018
